Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome
OG0007722	AT4G32050.1 pep chromosome_TAIR10_4_15496520_15500926_1 gene_AT4G32050 transcript_AT4G32050.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g32050 [Source_UniProtKB/TrEMBL;Acc_Q5E911]	
OG0007723	AT3G15380.1 pep chromosome_TAIR10_3_5193203_5196591_1 gene_AT3G15380 transcript_AT3G15380.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CHER1 description_Choline transporter protein 1 [Source_UniProtKB/Swiss-Prot;Acc_Q94AN2]	
OG0007724	AT1G53265.1 pep chromosome_TAIR10_1_19861098_19861475_-1 gene_AT1G53265 transcript_AT1G53265.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G53265]	
OG0007725	AT1G08380.1 pep chromosome_TAIR10_1_2640803_2641934_-1 gene_AT1G08380 transcript_AT1G08380.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PSAO description_PSAO [Source_UniProtKB/TrEMBL;Acc_A0A178W5Y5]	
OG0007726	AT4G00883.1 pep chromosome_TAIR10_4_366716_367231_1 gene_AT4G00883 transcript_AT4G00883.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1P8B666]	
OG0007727	AT4G33735.1 pep chromosome_TAIR10_4_16185689_16185709_1 gene_AT4G33735 transcript_AT4G33735.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0007728	AT2G41082.1 pep chromosome_TAIR10_2_17134825_17135059_1 gene_AT2G41082 transcript_AT2G41082.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT2G41082]	
OG0007729	AT4G21320.1 pep chromosome_TAIR10_4_11340362_11342075_1 gene_AT4G21320 transcript_AT4G21320.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_HSA32 description_HSA32 [Source_UniProtKB/TrEMBL;Acc_A0A178UV51]	
OG0007730	AT1G78476.1 pep chromosome_TAIR10_1_29523982_29526284_1 gene_AT1G78476 transcript_AT1G78476.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein. [Source_TAIR;Acc_AT1G78476]	
OG0007731	AT1G15310.1 pep chromosome_TAIR10_1_5268891_5272058_-1 gene_AT1G15310 transcript_AT1G15310.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SRP-54A description_Signal recognition particle 54 kDa protein [Source_UniProtKB/TrEMBL;Acc_Q56XJ0]	
OG0007732	AT3G12010.1 pep chromosome_TAIR10_3_3820352_3825765_1 gene_AT3G12010 transcript_AT3G12010.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_C18orf8 [Source_UniProtKB/TrEMBL;Acc_F4J8L1]	
OG0007733	AT3G19660.1 pep chromosome_TAIR10_3_6825433_6826585_-1 gene_AT3G19660 transcript_AT3G19660.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g19660 [Source_UniProtKB/TrEMBL;Acc_Q9LJN0]	
OG0007734	AT1G74458.1 pep chromosome_TAIR10_1_27986797_27987856_1 gene_AT1G74458 transcript_AT1G74458.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q56YK7]	
OG0007735	AT1G17500.1 pep chromosome_TAIR10_1_6017808_6023503_1 gene_AT1G17500 transcript_AT1G17500.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALA4 description_Phospholipid-transporting ATPase [Source_UniProtKB/TrEMBL;Acc_A0A178W5K3]	
OG0007736	AT1G17500.2 pep chromosome_TAIR10_1_6018757_6023503_1 gene_AT1G17500 transcript_AT1G17500.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALA4 description_Phospholipid-transporting ATPase [Source_UniProtKB/TrEMBL;Acc_A0A178W5K3]	
OG0007737	AT5G01370.1 pep chromosome_TAIR10_5_152446_154467_1 gene_AT5G01370 transcript_AT5G01370.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ACI1 description_ALC-interacting protein 1 [Source_UniProtKB/TrEMBL;Acc_Q9M035]	
OG0007738	AT4G36250.1 pep chromosome_TAIR10_4_17150740_17153663_1 gene_AT4G36250 transcript_AT4G36250.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ALDH3F1 description_Aldehyde dehydrogenase [Source_UniProtKB/TrEMBL;Acc_A4FVT2]	
OG0007739	AT4G14680.1 pep chromosome_TAIR10_4_8413263_8415650_-1 gene_AT4G14680 transcript_AT4G14680.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_APS3 description_Pseudouridine synthase/archaeosine transglycosylase-like family protein [Source_TAIR;Acc_AT4G14680]	
OG0007740	AT4G14680.2 pep chromosome_TAIR10_4_8413288_8415605_-1 gene_AT4G14680 transcript_AT4G14680.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_APS3 description_Pseudouridine synthase/archaeosine transglycosylase-like family protein [Source_TAIR;Acc_AT4G14680]	
OG0007741	AT5G17847.1 pep chromosome_TAIR10_5_5898659_5898787_1 gene_AT5G17847 transcript_AT5G17847.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT5G17847]	
OG0007742	AT2G25055.1 pep chromosome_TAIR10_2_10660525_10660766_1 gene_AT2G25055 transcript_AT2G25055.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0007743	AT3G60100.1 pep chromosome_TAIR10_3_22192730_22196447_1 gene_AT3G60100 transcript_AT3G60100.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CSY5 description_Citrate synthase [Source_UniProtKB/TrEMBL;Acc_A0A1I9LSJ6]	
OG0007744	AT3G60100.2 pep chromosome_TAIR10_3_22192730_22196447_1 gene_AT3G60100 transcript_AT3G60100.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CSY5 description_Citrate synthase [Source_UniProtKB/TrEMBL;Acc_A0A1I9LSJ6]	
OG0007745	AT3G60100.3 pep chromosome_TAIR10_3_22192730_22196447_1 gene_AT3G60100 transcript_AT3G60100.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CSY5 description_Citrate synthase [Source_UniProtKB/TrEMBL;Acc_A0A1I9LSJ6]	
OG0007746	AT3G46086.1 pep chromosome_TAIR10_3_16925142_16925258_-1 gene_AT3G46086 transcript_AT3G46086.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G46086]	
OG0007747	AT3G17030.1 pep chromosome_TAIR10_3_5804291_5808578_-1 gene_AT3G17030 transcript_AT3G17030.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Nucleic acid-binding proteins superfamily [Source_UniProtKB/TrEMBL;Acc_F4J3Z2]	
OG0007748	AT2G43790.1 pep chromosome_TAIR10_2_18138246_18140988_1 gene_AT2G43790 transcript_AT2G43790.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MPK6 description_Mitogen-activated protein kinase [Source_UniProtKB/TrEMBL;Acc_A0A178VTX8]	
OG0007749	AT5G66820.1 pep chromosome_TAIR10_5_26688943_26691180_1 gene_AT5G66820 transcript_AT5G66820.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G66820]	
OG0007750	AT1G36925.1 pep chromosome_TAIR10_1_13986436_13987289_1 gene_AT1G36925 transcript_AT1G36925.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G36925]	
OG0007751	AT3G49990.1 pep chromosome_TAIR10_3_18532301_18534415_-1 gene_AT3G49990 transcript_AT3G49990.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g49990 [Source_UniProtKB/TrEMBL;Acc_Q9SN19]	
OG0007752	AT1G07130.1 pep chromosome_TAIR10_1_2187776_2188733_1 gene_AT1G07130 transcript_AT1G07130.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_STN1 description_CST complex subunit STN1 [Source_UniProtKB/Swiss-Prot;Acc_Q9LMK5]	
OG0007753	AT1G16210.1 pep chromosome_TAIR10_1_5546099_5547753_-1 gene_AT1G16210 transcript_AT1G16210.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Coiled-coil protein [Source_UniProtKB/TrEMBL;Acc_Q8VYC9]	
OG0007754	AT5G24830.1 pep chromosome_TAIR10_5_8530915_8533867_1 gene_AT5G24830 transcript_AT5G24830.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Pentatricopeptide repeat-containing protein At5g24830 [Source_UniProtKB/Swiss-Prot;Acc_Q8L6Y3]	
OG0007755	ATCG00590.1 pep chromosome_TAIR10_Pt_65712_65807_1 gene_ATCG00590 transcript_ATCG00590.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF31 description_Cytochrome b6-f complex subunit 6 [Source_UniProtKB/TrEMBL;Acc_A0A1B1W4V9]	
OG0007756	AT1G32480.1 pep chromosome_TAIR10_1_11741083_11741990_1 gene_AT1G32480 transcript_AT1G32480.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_IDH-IV description_isocitrate dehydrogenase IV [Source_TAIR;Acc_AT1G32480]	
OG0007757	AT3G31350.1 pep chromosome_TAIR10_3_12702587_12703222_1 gene_AT3G31350 transcript_AT3G31350.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; EXPRESSED IN_ fruit; Ha. [Source_TAIR;Acc_AT3G31350]	
OG0007758	AT2G34325.1 pep chromosome_TAIR10_2_14486525_14488000_-1 gene_AT2G34325 transcript_AT2G34325.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0007759	AT5G63960.2 pep chromosome_TAIR10_5_25599514_25606768_1 gene_AT5G63960 transcript_AT5G63960.2 gene_biotype_protein_coding transcript_biotype_protein_coding description_DNA polymerase [Source_UniProtKB/TrEMBL;Acc_F4KC69]	
OG0007760	AT5G08040.1 pep chromosome_TAIR10_5_2577006_2578310_-1 gene_AT5G08040 transcript_AT5G08040.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TOM5 description_At5g08040 [Source_UniProtKB/TrEMBL;Acc_Q6IDR6]	
OG0007761	AT2G29790.2 pep chromosome_TAIR10_2_12720884_12722463_-1 gene_AT2G29790 transcript_AT2G29790.2 gene_biotype_protein_coding transcript_biotype_protein_coding description_Maternally expressed gene _MEG_ family protein [Source_TAIR;Acc_AT2G29790]	
OG0007762	AT1G06950.1 pep chromosome_TAIR10_1_2130053_2135703_-1 gene_AT1G06950 transcript_AT1G06950.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TIC110 description_Protein TIC110_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q8LPR9]	
OG0007763	AT4G17050.1 pep chromosome_TAIR10_4_9589501_9592590_1 gene_AT4G17050 transcript_AT4G17050.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_UGLYAH description__S_-ureidoglycine aminohydrolase [Source_UniProtKB/Swiss-Prot;Acc_Q8GXV5]	
OG0007764	AT5G11425.1 pep chromosome_TAIR10_5_3647959_3648168_-1 gene_AT5G11425 transcript_AT5G11425.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G11425]	
OG0007765	AT2G20784.1 pep chromosome_TAIR10_2_8949615_8949874_1 gene_AT2G20784 transcript_AT2G20784.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G20784]	
OG0007766	ATMG00320.1 pep chromosome_TAIR10_Mt_91001_91384_1 gene_ATMG00320 transcript_ATMG00320.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF127 description_Uncharacterized mitochondrial protein AtMg00320 [Source_UniProtKB/Swiss-Prot;Acc_P93294]	
OG0007767	AT1G18550.1 pep chromosome_TAIR10_1_6381441_6384587_-1 gene_AT1G18550 transcript_AT1G18550.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_KIN8A description_Kinesin-like protein KIN-8A [Source_UniProtKB/Swiss-Prot;Acc_F4ICA0]	
OG0007768	AT5G43670.1 pep chromosome_TAIR10_5_17538723_17541990_-1 gene_AT5G43670 transcript_AT5G43670.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g43670 [Source_UniProtKB/TrEMBL;Acc_Q84WI4]	
OG0007769	AT1G49110.1 pep chromosome_TAIR10_1_18171563_18172450_1 gene_AT1G49110 transcript_AT1G49110.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q5Q0E7]	
OG0007770	AT3G48195.1 pep chromosome_TAIR10_3_17828572_17832759_-1 gene_AT3G48195 transcript_AT3G48195.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Phox _PX_ domain-containing protein [Source_UniProtKB/TrEMBL;Acc_F4JDV4]	
OG0007771	AT5G13295.1 pep chromosome_TAIR10_5_4253953_4254321_1 gene_AT5G13295 transcript_AT5G13295.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1P8BF06]	
OG0007772	AT2G14395.1 pep chromosome_TAIR10_2_6119467_6120748_1 gene_AT2G14395 transcript_AT2G14395.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0007773	AT4G01320.1 pep chromosome_TAIR10_4_545796_549413_1 gene_AT4G01320 transcript_AT4G01320.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FACE1 description_CAAX prenyl protease 1 homolog [Source_UniProtKB/Swiss-Prot;Acc_Q8RX88]	
OG0007774	AT2G12935.1 pep chromosome_TAIR10_2_5315038_5316041_-1 gene_AT2G12935 transcript_AT2G12935.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G12935]	
OG0007775	AT5G64880.1 pep chromosome_TAIR10_5_25932102_25934156_1 gene_AT5G64880 transcript_AT5G64880.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q9LV89]	
OG0007776	AT3G24516.1 pep chromosome_TAIR10_3_8937588_8937776_-1 gene_AT3G24516 transcript_AT3G24516.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G24516]	
OG0007777	AT4G04601.1 pep chromosome_TAIR10_4_2309413_2309571_-1 gene_AT4G04601 transcript_AT4G04601.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G04601]	
OG0007778	AT3G26934.1 pep chromosome_TAIR10_3_9927523_9929269_-1 gene_AT3G26934 transcript_AT3G26934.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT3G26934]	
OG0007779	AT5G53070.1 pep chromosome_TAIR10_5_21518593_21520421_1 gene_AT5G53070 transcript_AT5G53070.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Ribosomal protein L9/RNase H1 [Source_UniProtKB/TrEMBL;Acc_Q9LVU5]	
OG0007780	AT3G59980.1 pep chromosome_TAIR10_3_22154244_22155641_-1 gene_AT3G59980 transcript_AT3G59980.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Nucleic acid-binding_ OB-fold-like protein [Source_UniProtKB/TrEMBL;Acc_Q9M1X8]	
OG0007781	ATCG01020.1 pep chromosome_TAIR10_Pt_113449_113607_1 gene_ATCG01020 transcript_ATCG01020.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL32 description_50S ribosomal protein L32_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_P61847]	
OG0007782	AT3G22430.1 pep chromosome_TAIR10_3_7953260_7958142_1 gene_AT3G22430 transcript_AT3G22430.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_RNA recognition motif XS domain protein [Source_UniProtKB/TrEMBL;Acc_F4J099]	
OG0007783	AT1G35375.1 pep chromosome_TAIR10_1_13005673_13006187_-1 gene_AT1G35375 transcript_AT1G35375.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G35375]	
OG0007784	AT5G12236.1 pep chromosome_TAIR10_5_3958148_3958282_1 gene_AT5G12236 transcript_AT5G12236.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; LOCATED IN_ endomembrane system; Ha. [Source_TAIR;Acc_AT5G12236]	
OG0007785	AT1G19086.1 pep chromosome_TAIR10_1_6588542_6589338_1 gene_AT1G19086 transcript_AT1G19086.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_F14D16.23 [Source_UniProtKB/TrEMBL;Acc_Q9LMC0]	
OG0007786	AT2G34650.1 pep chromosome_TAIR10_2_14589736_14592140_-1 gene_AT2G34650 transcript_AT2G34650.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PID description_PID [Source_UniProtKB/TrEMBL;Acc_A0A178VTE5]	
OG0007787	ATCG00470.1 pep chromosome_TAIR10_Pt_52265_52663_-1 gene_ATCG00470 transcript_ATCG00470.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPE description_ATP synthase epsilon chain_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_P09468]	
OG0007788	AT1G23985.1 pep chromosome_TAIR10_1_8485337_8487029_1 gene_AT1G23985 transcript_AT1G23985.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0007789	AT1G34000.1 pep chromosome_TAIR10_1_12357910_12358966_-1 gene_AT1G34000 transcript_AT1G34000.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_OHP2 description_OHP2 [Source_UniProtKB/TrEMBL;Acc_A0A178WAB5]	
OG0007790	AT2G14945.1 pep chromosome_TAIR10_2_6438504_6439144_-1 gene_AT2G14945 transcript_AT2G14945.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein _Fragment_ [Source_UniProtKB/TrEMBL;Acc_A0A1P8B144]	
OG0007791	AT3G26616.1 pep chromosome_TAIR10_3_9787574_9788141_-1 gene_AT3G26616 transcript_AT3G26616.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G26616]	
OG0007792	AT3G63052.1 pep chromosome_TAIR10_3_23298729_23299126_-1 gene_AT3G63052 transcript_AT3G63052.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G63052]	
OG0007793	AT4G26980.1 pep chromosome_TAIR10_4_13548546_13550722_-1 gene_AT4G26980 transcript_AT4G26980.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g26980 [Source_UniProtKB/TrEMBL;Acc_Q501F5]	
OG0007794	AT1G63245.1 pep chromosome_TAIR10_1_23460198_23460884_-1 gene_AT1G63245 transcript_AT1G63245.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CLE14 description_CLE14 [Source_UniProtKB/TrEMBL;Acc_A0A178WFK0]	
OG0007795	AT4G30460.1 pep chromosome_TAIR10_4_14888931_14889855_-1 gene_AT4G30460 transcript_AT4G30460.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Glycine-rich protein [Source_UniProtKB/TrEMBL;Acc_Q9M0B4]	
OG0007796	AT1G07790.1 pep chromosome_TAIR10_1_2412938_2413790_1 gene_AT1G07790 transcript_AT1G07790.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_HTB1 description_Histone H2B.1 [Source_UniProtKB/Swiss-Prot;Acc_Q9LQQ4]	
OG0007797	AT3G54680.1 pep chromosome_TAIR10_3_20244284_20246080_1 gene_AT3G54680 transcript_AT3G54680.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AT3g54680/T5N23_40 [Source_UniProtKB/TrEMBL;Acc_Q8L7Z6]	
OG0007798	AT5G17950.1 pep chromosome_TAIR10_5_5944553_5944959_-1 gene_AT5G17950 transcript_AT5G17950.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Disease resistance protein [Source_UniProtKB/TrEMBL;Acc_Q9FJG6]	
OG0007799	ATMG00870.1 pep chromosome_TAIR10_Mt_236927_237481_-1 gene_ATMG00870 transcript_ATMG00870.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF184 description_Uncharacterized mitochondrial protein AtMg00870 [Source_UniProtKB/Swiss-Prot;Acc_P92525]	
OG0007800	AT5G05085.1 pep chromosome_TAIR10_5_1503155_1504510_-1 gene_AT5G05085 transcript_AT5G05085.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1R7T3C4]	
OG0007801	AT1G05060.1 pep chromosome_TAIR10_1_1451002_1452872_-1 gene_AT1G05060 transcript_AT1G05060.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g05060 [Source_UniProtKB/TrEMBL;Acc_Q9ZVP0]	
